facility_id,name,facility_type,classification,visn,station_code,station_code_confidence,approval_state,source_system,source_snapshot_utc,source_url,website,lat,long
vba_304,Providence VA Regional Benefit Office,va_benefits_facility,Regional Benefit Office,,304,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/providence/,41.82127103,-71.41487064
vba_304a,VA Regional Benefit Satellite Office at Providence VA Medical Center,va_benefits_facility,Satellite Office,,304a,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/providence/,41.831253,-71.431794
vba_304l,VA Regional Benefit Satellite Office at Middletown VA Clinic,va_benefits_facility,Satellite Office,,304l,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/providence/,41.5304238,-71.297346
vba_304m,VA Regional Benefit Satellite Office at Cape Cod Vet Center,va_benefits_facility,Satellite Office,,304m,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/providence/,41.650049,-70.313052
vba_304n,VA Regional Benefit Satellite Office at New Bedford VA Clinic,va_benefits_facility,Satellite Office,,304n,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/providence/,41.635938,-70.930435
vba_304o,VA Regional Benefit Satellite Office at Providence Vet Center,va_benefits_facility,Satellite Office,,304o,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/providence/,41.721288,-71.403867
vba_306,New York VA Regional Benefit Office,va_benefits_facility,Regional Benefit Office,,306,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/newyork/,40.727944,-74.005494
vba_306b,VA Regional Benefit Satellite Office at Samuel S. Stratton Department of Veterans Affairs Medical Center,va_benefits_facility,Satellite Office,,306b,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/newyork/,42.65073,-73.771938
vba_306f,VA Regional Benefit Satellite Office at Castle Point VA Medical Center,va_benefits_facility,Satellite Office,,306f,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/newyork/,41.54039811,-73.96220178
vba_306j,VA Regional Benefit Satellite Office at Northport VA Medical Center,va_benefits_facility,Satellite Office,,306j,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/newyork/,40.898853,-73.313775
vba_307,Buffalo VA Regional Benefit Office,va_benefits_facility,Regional Benefit Office,,307,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/buffalo/,42.88818214,-78.87926402
vba_307a,VA Regional Benefit Satellite Office at Rochester Calkins VA Clinic,va_benefits_facility,Satellite Office,,307a,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/buffalo/,43.06828614,-77.63398787
vba_308,Hartford VA Regional Benefit Office at Newington VA Clinic,va_benefits_facility,Regional Benefit Office,,308,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/hartford/,41.702148,-72.737856
vba_308b,VA Regional Benefit Satellite Office at Naval Submarine Base New London,va_benefits_facility,Satellite Office,,308b,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/hartford/,41.38783958,-72.08677213
vba_308d,Veteran Readiness and Employment Office at Naval Submarine Base New London,va_benefits_facility,Veteran Readiness and Employment Office,,308d,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/hartford/,41.3929568,-72.08814253
vba_309,Newark VA Regional Benefit Office,va_benefits_facility,Regional Benefit Office,,309,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/newark/,40.74266336,-74.17077896
vba_310,Philadelphia VA Regional Benefit Office,va_benefits_facility,Regional Benefit Office,,310,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/philadelphia/,40.0185372,-75.17342085
vba_311,Pittsburgh VA Regional Benefit Office,va_benefits_facility,Regional Benefit Office,,311,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/pittsburgh/,40.44369347,-79.99506229
vba_313,Baltimore VA Regional Benefit Office,va_benefits_facility,Regional Benefit Office,,313,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/baltimore/,39.28842379,-76.61769548
vba_314,Roanoke VA Regional Benefit Office,va_benefits_facility,Regional Benefit Office,,314,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.va.gov/roanoke-va-regional-benefit-office,37.26878488,-79.94462
vba_314b,VA Regional Benefit Satellite Office at Norfolk,va_benefits_facility,Satellite Office,,314b,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/roanoke/,36.87799237,-76.22287527
vba_314g,VA Regional Benefit Satellite Office at The Net Center,va_benefits_facility,Satellite Office,,314g,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/roanoke/,37.02387646,-76.43949896
vba_314i,VA Regional Benefit Satellite Office at Lewis F. Powell Jr. US Courthouse Annex,va_benefits_facility,Satellite Office,,314i,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/roanoke/,37.49792643,-77.47035097
vba_315,Huntington VA Regional Benefit Office,va_benefits_facility,Regional Benefit Office,,315,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.va.gov/huntington-va-regional-benefit-office,38.42004599,-82.44826239
vba_316,Atlanta VA Regional Benefit Office,va_benefits_facility,Regional Benefit Office,,316,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/atlanta/,33.80355659,-84.31071374
vba_317,St. Petersburg VA Regional Benefit Office,va_benefits_facility,Regional Benefit Office,,317,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/stpetersburg/,27.81372377,-82.76943426
vba_317l,VA Regional Benefit Satellite Office at Lake Baldwin VA Clinic,va_benefits_facility,Satellite Office,,317l,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/stpetersburg/,28.57912348,-81.32164141
vba_318,Winston-Salem VA Regional Benefit Office,va_benefits_facility,Regional Benefit Office,,318,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/winstonsalem/,36.09688547,-80.24372701
vba_319,Columbia VA Regional Benefit Office,va_benefits_facility,Regional Benefit Office,,319,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/columbia/,33.97998772,-80.96187732
vba_319k,Integrated Disability Evaluation System (IDES) at Beaufort Naval Hospital,va_benefits_facility,IDES Site,,319k,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/columbia/,32.3878324,-80.6842449
vba_320,Nashville VA Regional Benefit Office,va_benefits_facility,Regional Benefit Office,,320,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/nashville/,36.15772525,-86.78294357
vba_320g,VA Regional Benefits Satellite Office at Fort Campbell,va_benefits_facility,Satellite Office,,320g,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/nashville/,36.638244,-87.45001
vba_321,New Orleans VA Regional Benefit Office at New Orleans VA Medical Center,va_benefits_facility,Regional Benefit Office,,321,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/neworleans/,29.950831,-90.076344
vba_322,Montgomery VA Regional Benefit Office,va_benefits_facility,Regional Benefit Office,,322,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/montgomery/,32.37587056,-86.24490067
vba_322m,VA Regional Benefit Satellite Office at Hurlburt Field,va_benefits_facility,Satellite Office,,322m,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/montgomery/,30.4207072,-86.6970639
vba_323,Jackson VA Regional Benefit Office,va_benefits_facility,Regional Benefit Office,,323,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/jackson/,32.32800133,-90.16388524
vba_323a,VA Regional Benefit Satellite Office at Biloxi VA Medical Center,va_benefits_facility,Satellite Office,,323a,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/jackson/,30.40904262,-88.9471823
vba_323c,VA Regional Benefit Satellite Office at Keesler Air Force Base,va_benefits_facility,Satellite Office,,323c,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/jackson/,30.4122142,-88.9102175
vba_325,Cleveland VA Regional Benefit Office,va_benefits_facility,Regional Benefit Office,,325,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/cleveland/,41.50535984,-81.69134442
vba_325a,VA Regional Benefit Satellite Office at Wright Patterson Air Force Base,va_benefits_facility,Satellite Office,,325a,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/cleveland/,39.8050358,-84.0373938
vba_325b,VA Regional Benefit Satellite Office at Cincinnati Veterans of Foreign Wars,va_benefits_facility,Satellite Office,,325b,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/cleveland/,39.098305,-84.51567
vba_325f,VA Regional Benefit Satellite Office at Athens VA Clinic,va_benefits_facility,Satellite Office,,325f,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/cleveland/,39.37540732,-82.13436367
vba_325g,VA Regional Benefit Satellite Office at Dayton VA Medical Center,va_benefits_facility,Satellite Office,,325g,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/cleveland/,39.74935073,-84.25320014
vba_326,Indianapolis VA Regional Benefit Office,va_benefits_facility,Regional Benefit Office,,326,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/indianapolis/,39.77485956,-86.15591447
vba_326a,VA Regional Benefit Satellite Office at Wakeman VA Clinic,va_benefits_facility,Satellite Office,,326a,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/indianapolis/,39.36362617,-86.0319801
vba_326c,VA Regional Benefit Satellite Office at Marion VA Medical Center,va_benefits_facility,Satellite Office,,326c,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/indianapolis/,40.52367955,-85.63720253
vba_326d,VA Regional Benefit Satellite Office at Scott County VA Clinic,va_benefits_facility,Satellite Office,,326d,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/indianapolis/,38.7059305,-85.7887862
vba_326f,VA Regional Benefit Satellite Office at Evansville Vet Center,va_benefits_facility,Satellite Office,,326f,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/indianapolis/,37.98666,-87.474717
vba_326h,VA Regional Benefit Satellite Office at Fort Wayne VA Medical Center,va_benefits_facility,Satellite Office,,326h,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/indianapolis/,41.091111,-85.108131
vba_327,Louisville VA Regional Benefit Office,va_benefits_facility,Regional Benefit Office,,327,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/louisville/,38.25649566,-85.7552726
vba_328,Chicago VA Regional Benefit Office,va_benefits_facility,Regional Benefit Office,,328,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/chicago/,41.86910014,-87.67907223
vba_328a,VA Regional Benefit Satellite Office at Captain James A. Lovell Federal Health Care Center,va_benefits_facility,Satellite Office,,328a,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/chicago/,42.306795,-87.8605335
vba_329,Detroit VA Regional Benefit Office,va_benefits_facility,Regional Benefit Office,,329,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.va.gov/detroit-va-regional-benefit-office/,42.33165191,-83.05337955
vba_330,Milwaukee VA Regional Benefit Office,va_benefits_facility,Regional Benefit Office,,330,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/milwaukee/,43.0188275,-87.98038714
vba_331,St. Louis VA Regional Benefit Office,va_benefits_facility,Regional Benefit Office,,331,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/stlouis/,38.68845699,-90.37341633
vba_331d,"VA Regional Benefit Satellite Office at Springfield, MO",va_benefits_facility,Satellite Office,,331d,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/stlouis/,37.1475359,-93.2937123
vba_333,Des Moines VA Regional Benefit Office,va_benefits_facility,Regional Benefit Office,,333,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/desmoines/,41.58676394,-93.62054471
vba_333d,VA Regional Benefit Satellite Office at Des Moines VA Medical Center,va_benefits_facility,Satellite Office,,333d,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/desmoines/,41.62773592,-93.65878525
vba_333e,VA Regional Benefit Satellite Office at Iowa City VA Medical Center,va_benefits_facility,Satellite Office,,333e,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/desmoines/,41.66361,-91.548621
vba_334,Lincoln VA Regional Benefit Office,va_benefits_facility,Regional Benefit Office,,334,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/lincoln/,40.75436854,-96.66575456
vba_334d,VA Regional Benefit Satellite Office at Omaha VA Medical Center,va_benefits_facility,Satellite Office,,334d,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/lincoln/,41.24512648,-95.97525954
vba_335,St. Paul VA Regional Benefit Office,va_benefits_facility,Regional Benefit Office,,335,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://benefits.va.gov/stpaul/,44.89357329,-93.19390819
vba_335a,VA Regional Benefit Satellite Office at Minneapolis VA Medical Center,va_benefits_facility,Satellite Office,,335a,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://benefits.va.gov/stpaul/,44.90196204,-93.2043285
vba_335b,VA Regional Benefit Satellite Office at St. Cloud VA Medical Center,va_benefits_facility,Satellite Office,,335b,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://benefits.va.gov/stpaul/,45.572589,-94.216221
vba_335d,VA Regional Benefit Satellite Office at Gerald W. Heaney Federal Building & U.S. Courthouse,va_benefits_facility,Satellite Office,,335d,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://benefits.va.gov/stpaul/,46.7825302,-92.1069752
vba_339,Denver VA Regional Benefit Office,va_benefits_facility,Regional Benefit Office,,339,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.va.gov/denver-va-regional-benefit-office/,39.71558157,-105.1377432
vba_339b,VA Regional Benefit Satellite Office at PFC Floyd K. Lindstrom VA Clinic,va_benefits_facility,Satellite Office,,339b,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/denver/,38.87413544,-104.8453591
vba_340,Albuquerque VA Regional Benefit Office,va_benefits_facility,Regional Benefit Office,,340,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.va.gov/albuquerque-va-regional-benefit-office,35.08380275,-106.6538038
vba_341,Salt Lake City VA Regional Benefit Office at George E. Wahlen Department of Veterans Affairs Medical Center,va_benefits_facility,Regional Benefit Office,,341,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/saltlakecity/,40.755051,-111.8376495
vba_341b,Salt Lake City Veteran Readiness and Employment Office at George E. Wahlen Department of Veterans Affairs Medical Center,va_benefits_facility,Veteran Readiness and Employment Office,,341b,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/saltlakecity/,40.755051,-111.8376495
vba_341c,Ogden Veteran Readiness and Employment Office,va_benefits_facility,Veteran Readiness and Employment Office,,341c,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/saltlakecity/,41.2209424,-111.9725898
vba_341g,Pre-Discharge Site at Fort Walker,va_benefits_facility,Pre-Discharge Site,,341g,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/saltlakecity/,41.10968,-111.9804646
vba_343,Oakland VA Regional Benefit Office,va_benefits_facility,Regional Benefit Office,,343,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.va.gov/oakland-va-regional-benefit-office,37.80459708,-122.2740773
vba_343a,VA Regional Benefit Satellite Office at Sacramento VA Medical Center - Mather,va_benefits_facility,Satellite Office,,343a,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/oakland/,38.572461,-121.296501
vba_343ao,VA Regional Benefit Satellite Office at Fresno,va_benefits_facility,Satellite Office,,343ao,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/oakland/,36.7345466,-119.7859398
vba_343ar,Pre-Discharge Site at Beale Air Force Base Hospital,va_benefits_facility,Pre-Discharge Site,,343ar,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/beale/,39.1152679,-121.3418327
vba_343as,Pre-Discharge Site at Naval Airstation Lemoore,va_benefits_facility,Pre-Discharge Site,,343as,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/lemoore/,36.2639463,-119.8932059
vba_343at,Pre-Discharge Site at Travis Air Force Base,va_benefits_facility,Pre-Discharge Site,,343at,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/travis/,38.2685782,-121.9668204
vba_343b,VA Regional Benefit Satellite Office at Martinez VA Medical Center,va_benefits_facility,Satellite Office,,343b,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/oakland/,37.99523917,-122.1152852
vba_343c,VA Regional Benefit Satellite Office at Palo Alto VA Medical Center,va_benefits_facility,Satellite Office,,343c,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/oakland/,37.40132327,-122.1391059
vba_343e,VA Regional Benefit Satellite Office at Sacramento,va_benefits_facility,Satellite Office,,343e,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/oakland/,38.5916043,-121.2773894
vba_344,Los Angeles VA Regional Benefit Office,va_benefits_facility,Regional Benefit Office,,344,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.va.gov/los-angeles-va-regional-benefit-office,34.05771012,-118.4478393
vba_344c,VA Regional Benefit Satellite Office at Naval Base Ventura County,va_benefits_facility,Satellite Office,,344c,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/losangeles/,34.1688939,-119.1962736
vba_345,Phoenix VA Regional Benefit Office,va_benefits_facility,Regional Benefit Office,,345,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/phoenix/,33.41663072,-112.073468
vba_345a,Tucson Veteran Readiness and Employment Office,va_benefits_facility,Veteran Readiness and Employment Office,,345a,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/phoenix/,32.1650466,-110.9932287
vba_345b,Flagstaff Veteran Readiness and Employment Office,va_benefits_facility,Veteran Readiness and Employment Office,,345b,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/phoenix/,35.1849522,-111.6712428
vba_345e,Veteran Readiness and Employment Office at Fort Huachuca,va_benefits_facility,Veteran Readiness and Employment Office,,345e,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/phoenix/,31.5489832,-110.3519991
vba_345h,VA Regional Benefit Satellite Office at Davis-Monthan Air Force Base,va_benefits_facility,Satellite Office,,345h,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/phoenix/,32.1729798,-110.85991
vba_345i,VA Regional Benefit Satellite Office at Raymond W. Bliss Army Health Center,va_benefits_facility,Satellite Office,,345i,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/phoenix/,31.5574017,-110.402376
vba_345j,VA Regional Benefit Satellite Office at Luke Air Force Base,va_benefits_facility,Satellite Office,,345j,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/phoenix/,33.5416829,-112.3549655
vba_346,Seattle VA Regional Benefit Office,va_benefits_facility,Regional Benefit Office,,346,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/seattle/,47.60485762,-122.3349132
vba_346b,VA Regional Benefit Satellite Office at Thomas S. Foley U.S. Courthouse,va_benefits_facility,Satellite Office,,346b,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/seattle/,47.6585631,-117.4260604
vba_347,Boise VA Regional Benefit Office,va_benefits_facility,Regional Benefit Office,,347,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/boise/,43.61859833,-116.1944002
vba_348,Portland VA Regional Benefit Office,va_benefits_facility,Regional Benefit Office,,348,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.va.gov/portland-va-regional-benefit-office/,45.51516229,-122.6755173
vba_349,Waco VA Regional Benefit Office,va_benefits_facility,Regional Benefit Office,,349,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/waco/,31.55117289,-97.12877962
vba_349a,VA Regional Benefit Satellite Office at Thomas E. Creek Department of Veterans Affairs Medical Center,va_benefits_facility,Satellite Office,,349a,derived,review_pending,discoverva_va_locator_facility_list,2026-05-05T16:33:37+00:00,https://discover.va.gov/va-locator-facility-list/,https://www.benefits.va.gov/waco/,35.204049,-101.906595
